"","lifehistory","Rest","SigmaR","Lyears","Nsamp","Fscen","label","n_re1"
"333","short_slow","R_unadjusted","HighSigmaR","L10","N50","F1","L10_N50",3
"334","short_slow","R_unadjusted","HighSigmaR","L2","N200","F1","L2_N200",3
"335","short_slow","R_unadjusted","HighSigmaR","L2","N200","F2","L2_N200",2
"336","short_slow","R_unadjusted","HighSigmaR","L2","N50","F1","L2_N50",5
"337","short_slow","R_unadjusted","HighSigmaR","L20","N200","F1","L20_N200",3
"338","short_slow","R_unadjusted","HighSigmaR","L20","N200","F2","L20_N200",1
"339","short_slow","R_unadjusted","HighSigmaR","L20","N50","F1","L20_N50",3
"340","short_slow","R_unadjusted","HighSigmaR","L20","N50","F2","L20_N50",2
"341","short_slow","R_unadjusted","HighSigmaR","L20","Ndecline","F1","L20_Ndecline",3
"342","short_slow","R_unadjusted","HighSigmaR","L20","Ndecline","F2","L20_Ndecline",1
"343","short_slow","R_unadjusted","HighSigmaR","L5","N200","F1","L5_N200",2
"344","short_slow","R_unadjusted","HighSigmaR","L5","N200","F2","L5_N200",1
"345","short_slow","R_unadjusted","HighSigmaR","L5","N50","F1","L5_N50",2
"346","short_slow","R_unadjusted","HighSigmaR","L75","N200","F1","L75_N200",1
"347","short_slow","R_unadjusted","HighSigmaR","L75","N200","F2","L75_N200",0
"348","short_slow","R_unadjusted","HighSigmaR","L75","N50","F1","L75_N50",2
"349","short_slow","R_unadjusted","LowSigmaR","L100","perfect","F1","data-rich",0
"350","short_slow","R_unadjusted","LowSigmaR","L100","perfect","F1","perfect",0
"351","short_slow","R_unadjusted","LowSigmaR","L100","perfect","F2","data-rich",0
"352","short_slow","R_unadjusted","LowSigmaR","L100","perfect","F2","perfect",0
"353","short_slow","R_unadjusted","LowSigmaR","L1","N200","F1","L1_N200",2
"354","short_slow","R_unadjusted","LowSigmaR","L1","N200","F2","L1_N200",0
"355","short_slow","R_unadjusted","LowSigmaR","L1","N50","F1","L1_N50",7
"356","short_slow","R_unadjusted","LowSigmaR","L10","N200","F1","L10_N200",0
"357","short_slow","R_unadjusted","LowSigmaR","L10","N200","F2","L10_N200",0
"358","short_slow","R_unadjusted","LowSigmaR","L10","N50","F1","L10_N50",0
"359","short_slow","R_unadjusted","LowSigmaR","L2","N200","F1","L2_N200",0
"360","short_slow","R_unadjusted","LowSigmaR","L2","N200","F2","L2_N200",0
"361","short_slow","R_unadjusted","LowSigmaR","L20","N200","F1","L20_N200",0
"362","short_slow","R_unadjusted","LowSigmaR","L20","N200","F2","L20_N200",0
"363","short_slow","R_unadjusted","LowSigmaR","L20","N50","F1","L20_N50",0
"364","short_slow","R_unadjusted","LowSigmaR","L20","Ndecline","F1","L20_Ndecline",0
"365","short_slow","R_unadjusted","LowSigmaR","L5","N200","F1","L5_N200",0
"366","short_slow","R_unadjusted","LowSigmaR","L5","N200","F2","L5_N200",0
"367","short_slow","R_unadjusted","LowSigmaR","L5","N50","F1","L5_N50",0
"368","short_slow","R_unadjusted","LowSigmaR","L75","N200","F1","L75_N200",0
"369","short_slow","R_unadjusted","LowSigmaR","L75","N200","F2","L75_N200",0
"370","short_slow","R_unadjusted","LowSigmaR","L75","N50","F1","L75_N50",0
